n.louvainGlobalComponentId,size(collect(n.wikiID)),collect(n.wikiID),collect(n.en)
1385310,4,"[Q182547,Q41493,Q201038,Q1747689]","[Roman province,ancient history,Roman Kingdom,Ancient Rome]"
124963,4,"[Q167198,Q180912,Q12144,Q70702]","[amine,melatonin,nicotine,alkaloid]"
640094,4,"[Q79838,Q8343,Q159998,Q51290]","[accordion,clarinet,bassoon,harmonica]"
1389916,4,"[Q482853,Q174857,Q193176,Q180323]","[vertebral column,scoliosis,coccyx,vertebra]"
687949,4,"[Q173603,Q41607,Q2483208,Q169031]","[helmet,umbrella,social security,glove]"
193282,4,"[Q42038,Q190143,Q181136,Q194322]","[maleic acid,DL-malic acid,DL-glutamic acid,tartaric acid]"
644810,4,"[Q149972,Q29175,Q501267,Q149999]","[calculus,derivative,electric flux,differential calculus]"
1491807,4,"[Q5994,Q81982,Q191823,Q52954]","[piano,harpsichord,clavichord,keyboard instrument]"
1439216,4,"[Q22691,Q187921,Q187607,Q290439]","[Ribes,phenolphthalein,tannin,polyphenol]"
1290162,4,"[Q101965,Q147027,Q212108,Q189223]","[experiment,thought experiment,authentication,Turing test]"
1498129,4,"[Q170378,Q14656,Q388,Q11368]","[Gentoo Linux,Unix-like operating system,Linux,Unix]"
157454,4,"[Q211544,Q188269,Q212354,Q187126]","[thyroid-stimulating hormone,interferon,cytokine,glycoprotein]"
1385089,4,"[Q486487,Q4885200,Q11230,Q11248]","[Windows NT,Windows Phone,Windows Vista,Windows XP]"
180204,4,"[Q11436,Q178692,Q197,Q178805]","[aircraft,crane,airplane,joystick]"
172080,4,"[Q11395,Q83944,Q1063,Q130352]","[domestication,human evolution,evolution,creationism]"
296905,4,"[Q848197,Q486839,Q35749,Q27169]","[parliamentary group,member of parliament,parliament,member of the European Parliament]"
221725,4,"[Q190512,Q179550,Q5057302,Q376934]","[tear gas,software bug,sound recording process,social engineering]"
1386966,4,"[Q3024240,Q58843,Q849967,Q102891]","[historical country,Tuareg,Celtic Britons,Picts]"
1385617,4,"[Q34090,Q37845,Q33750,Q9246]","[Turkic,Altaic,Mongolic,Mongolian]"
231940,4,"[Q179875,Q202875,Q477298,Q52943]","[debate,negotiation,body language,conversation]"
662153,4,"[Q7891,Q36855,Q9637,Q180266]","[respiratory system,swine influenza,larynx,scarlet fever]"
99819,4,"[Q379693,Q184716,Q230533,Q179848]","[deportation,European colonization of the Americas,decolonization,Scramble for Africa]"
1386352,4,"[Q103177,Q79793,Q184627,Q155857]","[severe acute respiratory syndrome,measles,human papillomavirus infection,rubella]"
1385867,4,"[Q8436,Q164950,Q31184,Q211503]","[family,dynasty,sibling,clan]"
1427792,4,"[Q184207,Q1400881,Q684740,Q947784]","[ferromagnetism,property,real property,Mamluk sultanate]"
1385721,4,"[Q2539,Q11660,Q167555,Q378859]","[machine learning,artificial intelligence,optical character recognition,pattern recognition]"
1389807,4,"[Q994776,Q124354,Q162324,Q245188]","[brutalism,Bauhaus,International Style,modern architecture]"
1385878,4,"[Q131276,Q42253,Q32635,Q61694]","[International Standard Serial Number,URL,domain name,Uniform Resource Identifier]"
516565,4,"[Q177749,Q81041,Q101805,Q483985]","[sidewalk,Earth water cycle,igloo,snowman]"
8900,4,"[Q42998,Q80930,Q216337,Q641066]","[orchestra,tragedy,boy band,girl group]"
525411,4,"[Q7983,Q206959,Q27318,Q865365]","[International Mathematical Olympiad,Sanremo Music Festival,test,Jim Crow laws]"
1384466,4,"[Q184053,Q221378,Q45190,Q130693]","[marl,oil shale,cement,porcelain]"
629648,4,"[Q185789,Q40178,Q7925,Q8074]","[drop,acid rain,rain,cloud]"
1508152,4,"[Q37226,Q159391,Q315247,Q3400985]","[teacher,radio receiver,university student,academic]"
1328109,4,"[Q173710,Q233309,Q175449,Q163987]","[esophagus,brain tumor,trachea,thymus]"
1387058,4,"[Q159821,Q82414,Q5389,Q188317]","[Summer Olympic Games,Winter Olympic Games,Olympic Games,association football at the Summer Olympics]"
1384189,4,"[Q258896,Q178389,Q61285,Q302497]","[banjo,balalaika,ukulele,mandolin]"
61752,4,"[Q506240,Q2635894,Q182415,Q622812]","[television film,radio drama,reality television,talk show]"
1354775,4,"[Q9935,Q51482,Q122195,Q223172]","[Fanta,Red Bull,tequila,Achilles tendon]"
1385619,4,"[Q7188,Q640506,Q8880,Q687075]","[government,cabinet,European Commission,Prime Minister of Sweden]"
605021,4,"[Q49704703,Q188245,Q49703674,Q62246]","[polyester fibre,polyester,polyester,polycarbonate]"
1384952,4,"[Q165044,Q170544,Q4785,Q134932]","[greenhouse,tent,nest,tipi]"
1385629,4,"[Q208701,Q188993,Q178790,Q49780]","[labour movement,anarcho-syndicalism,labor union,trade unionism]"
171917,4,"[Q36774,Q5892272,Q466,Q35127]","[web page,web hosting service,World Wide Web,website]"
122524,4,"[Q33738,Q35876,Q4627,Q5218]","[Mayan,Guarani,Aymara,Quechua]"
1390316,4,"[Q216613,Q201965,Q179687,Q7718]","[Nordic skiing,Nordic combined,cross-country skiing,ski jumping]"
1478388,4,"[Q176737,Q173740,Q176645,Q856741]","[stochastic process,Cartesian product,Markov chain,random walk]"
647395,4,"[Q11990,Q120877,Q193838,Q183236]","[reproduction,cloning,germination,parthenogenesis]"
738778,4,"[Q212920,Q2867027,Q193811,Q199769]","[home appliance,personal life,pencil sharpener,laser printer]"
50292,4,"[Q104698,Q740445,Q119253,Q159954]","[mid-ocean ridge,ridge,oceanic trench,caldera]"
1324465,4,"[Q857667,Q220570,Q173022,Q199804]","[pulmonary edema,pulmonary embolism,bronchitis,chronic obstructive pulmonary disease]"
1389422,4,"[Q192906,Q182687,Q1043197,Q337935]","[revelation,palmistry,divination,necromancy]"
1385667,4,"[Q1226939,Q40754,Q50700,Q40276]","[division,subtraction,coefficient,multiplication]"
570876,4,"[Q995745,Q43478,Q486420,Q39350]","[artificial selection,natural selection,genetic drift,speciation]"
640587,4,"[Q593744,Q324254,Q47506,Q183065]","[knowledge base,ontology,compiler,interpreter]"
722070,4,"[Q207338,Q80284,Q80019,Q8371]","[string quartet,viola,double bass,cello]"
292689,4,"[Q186380,Q202771,Q720988,Q61333]","[autosome,Y chromosome,human genome,X chromosome]"
672326,4,"[Q188,Q35218,Q387066,Q29540]","[German,Old High German,Swiss German,Bavarian]"
206953,4,"[Q188449,Q216685,Q185325,Q182442]","[neurosurgery,orthopedics,cardiopulmonary resuscitation,plastic surgery]"
1390830,4,"[Q62736,Q8277,Q206901,Q383126]","[osteoarthritis,multiple sclerosis,amyotrophic lateral sclerosis,chronic condition]"
1387144,4,"[Q988343,Q11068,Q18361829,Q103142]","[blood vessel,circulatory system,coronary artery,capillary]"
159548,4,"[Q185269,Q407595,Q206229,Q211935]","[actin,metabolite,biomolecule,protein biosynthesis]"
1384475,4,"[Q211302,Q23397,Q188025,Q187223]","[glacial lake,lake,salt lake,lagoon]"
531720,4,"[Q25670,Q2043282,Q223625,Q30314010]","[digital object identifier,business administration,curfew,social distancing]"
1474826,4,"[Q191874,Q166177,Q268200,Q211718]","[Tony Awards,Ballon d'Or,Screen Actors Guild Award,beret]"
1388966,4,"[Q6581072,Q6581097,Q48270,Q162378]","[female,male,non-binary,grammatical gender]"
244701,4,"[Q138659,Q42195,Q138754,Q214334]","[logogram,petroglyph,computer icon,cave painting]"
1390320,4,"[Q179805,Q913401,Q36442,Q166542]","[political philosophy,radicalism,political science,international relations]"
112403,4,"[Q138,Q137,Q134,Q135]","[king,rook,bishop,pawn]"
92674,4,"[Q193470,Q15004,Q130760,Q189859]","[gas turbine,hair dryer,turbine,steam turbine]"
545813,4,"[Q7365,Q105507,Q42329,Q160108]","[muscle organ,wig,wool,eyelash]"
542009,4,"[Q20034,Q6128,Q20063,Q20026]","[lasagna,toast,gnocchi,spaghetti]"
100849,4,"[Q184590,Q62447,Q1248784,Q695850]","[runway,aerodrome,airport,air base]"
615886,4,"[Q221706,Q7205,Q460387,Q263421]","[ceiling,paleontology,Scrum,undercarriage]"
679357,4,"[Q47217,Q41679,Q194100,Q179168]","[civil disobedience,scholasticism,transhumanism,structuralism]"
547966,4,"[Q7755,Q820655,Q27906,Q2571972]","[constitution,statute,Nuremberg Laws,decree]"
1387316,4,"[Q309035,Q35855,Q131746,Q184191]","[deodorant,toothpaste,perfume,lipstick]"
785174,3,"[Q194235,Q179436,Q110176]","[lunisolar calendar,asymptote,circumscribed circle]"
6125,3,"[Q483130,Q8004,Q41346237]","[geographic information system,traffic light,interactive map]"
1384100,3,"[Q11456,Q180586,Q5339]","[semiconductor,Zener diode,transistor]"
168152,3,"[Q166005,Q204481,Q486296]","[xenophobia,far-right,Islamophobia]"
668377,3,"[Q26409,Q158668,Q17378201]","[centurion,private,corporal]"
229178,3,"[Q2855609,Q203764,Q1661415]","[environmentalism,activism,green politics]"
567297,3,"[Q10427676,Q243237,Q7973]","[civil defense,taxidermy,lightning rod]"
1498988,3,"[Q9788,Q188725,Q191494]","[letter,ligature,digraph]"
1384156,3,"[Q184240,Q191807,Q179924]","[luminescence,fluorescence,bioluminescence]"
1455991,3,"[Q465613,Q842112,Q849866]","[people's republic,socialist state,communist state]"
1385402,3,"[Q243610,Q859563,Q188213]","[Ukrainian People's Republic,secular state,state religion]"
129534,3,"[Q61476,Q127980,Q186319]","[fatty acid,fat,triglyceride]"
458433,3,"[Q7561,Q8104,Q169545]","[snow,atmosphere,tire]"
1383244,3,"[Q2409,Q209569,Q83320]","[hydrochloric acid,hydrofluoric acid,nitric acid]"
1386901,3,"[Q228036,Q83345,Q105196]","[cesarean section,Circumcision,transplantation]"
1391573,3,"[Q48634,Q184418,Q201676]","[sarcophagus,coffin,funeral]"
658566,3,"[Q189447,Q355217,Q192060]","[risk management,time management,knowledge management]"
1386899,3,"[Q34069,Q7325,Q102251]","[Ashkenazi Jews,Jewish people,Sephardi Jews]"
209651,3,"[Q18127,Q167270,Q1886349]","[record label,trademark,logo]"
1386161,3,"[Q192102,Q117121,Q180614]","[skin cancer,Wilson disease,melanoma]"
132923,3,"[Q33521,Q128570,Q897511]","[applied mathematics,bioinformatics,cryptanalysis]"
682821,3,"[Q182003,Q189112,Q161519]","[injection,isomorphism,permutation]"
271319,3,"[Q219067,Q9350,Q389654]","[physical exercise,yoga,Greco-Roman wrestling]"
1389810,3,"[Q12827256,Q215304,Q36192]","[myth,creation myth,folklore]"
177921,3,"[Q178143,Q189211,Q209974]","[ketchup,drinking straw,béchamel sauce]"
175667,3,"[Q1003183,Q194376,Q15318]","[boiling point,flash point,melting point]"
1388755,3,"[Q186509,Q33456,Q173227]","[mathematical constant,exponentiation,physical constant]"
299511,3,"[Q80026,Q45382,Q202301]","[erosion,coup d'état,renal dialysis]"
230910,3,"[Q3294789,Q6500960,Q201048]","[magnetism,Earth's magnetic field,diamagnetism]"
272777,3,"[Q43260,Q170198,Q32043]","[polynomial,series,addition]"
37499,3,"[Q216961,Q8361,Q193217]","[Eurodance,Baroque music,madrigal]"
74632,3,"[Q173582,Q178546,Q6520159]","[gradient,determinant,Fourier transform]"
1385220,3,"[Q44405,Q672729,Q864936]","[theocracy,Islamic Republic,state atheism]"
1385059,3,"[Q131752,Q50708,Q102761]","[greatest common divisor,divisor,least common multiple]"
1478683,3,"[Q43501,Q204832,Q208322]","[zoo,roller coaster,carousel]"
596154,3,"[Q191655,Q466521,Q212431]","[taco,kinetic art,installation art]"
1383184,3,"[Q207761,Q49540,Q186192]","[Balts,Latvians,Lithuanians]"
670751,3,"[Q202866,Q1107,Q8274]","[animated film,anime,manga]"
1482334,3,"[Q20484,Q14296,Q7003418]","[MAC address,top-level domain,linked list]"
604253,3,"[Q181754,Q1072,Q189331]","[heart failure,heart,heart arrhythmia]"
200889,3,"[Q180173,Q194251,Q29190]","[sailplane,Hurricane,Spitfire]"
1385421,3,"[Q183951,Q133585,Q42861]","[balloon,airship,kite]"
1155330,3,"[Q768575,Q504027,Q192234]","[lens,lidar,camera lens]"
1389306,3,"[Q193977,Q24862,Q24869]","[music video,short film,feature film]"
1384796,3,"[Q169207,Q214244,Q200481]","[discrimination,affirmative action,blasphemy]"
207482,3,"[Q52109,Q7950,Q83296]","[geomorphology,plate tectonics,lithosphere]"
1492369,3,"[Q41534,Q47263,Q3393961]","[starch,chloroplast,corn starch]"
525884,3,"[Q182570,Q180935,Q184865]","[discus throw,shot put,hammer throw]"
231943,3,"[Q485643,Q2920921,Q123637]","[customer relationship management,management,cybernetics]"
532399,3,"[Q578109,Q1194951,Q327245]","[television producer,national sports team,team]"
1384838,3,"[Q5503,Q928830,Q15079663]","[rapid transit,metro station,rapid transit railway line]"
593155,3,"[Q18343,Q79925,Q319141]","[dark energy,dark matter,conjecture]"
637537,3,"[Q161249,Q8066,Q134856]","[DL-lactic acid,amino acid,carboxylic acid]"
1332005,3,"[Q184215,Q75855,Q338924]","[thalamus,cerebrum,amygdala]"
7011,3,"[Q756,Q41500,Q134267]","[plant,root,plant stem]"
1385874,3,"[Q121594,Q1238570,Q3750514]","[professor,political scientist,sophist]"
97752,3,"[Q6497624,Q178733,Q169973]","[buoyancy,centrifugal force,Coriolis force]"
164361,3,"[Q165447,Q160137,Q192401]","[pen,ballpoint pen,fountain pen]"
145186,3,"[Q18240,Q170430,Q37710]","[carnivorous plant,predation,border collie]"
1509922,3,"[Q144144,Q382441,Q26843]","[Odontoceti,marine mammal,orca]"
1387736,3,"[Q199877,Q43088,Q131777]","[hydroxide ion,ruby,corundum]"
1388659,3,"[Q4116214,Q43015,Q46834]","[accounting,finance,balance sheet]"
568683,3,"[Q27827,Q178169,Q42504]","[Christadelphians,Presbyterianism,The Church of Jesus Christ of Latter-day Saints]"
76381,3,"[Q183344,Q202013,Q188605]","[sinusitis,nosebleed,pulmonary emphysema]"
88984,3,"[Q46737,Q169489,Q11693]","[asset,security,bond]"
1150899,3,"[Q34274,Q1845,Q18813]","[Gospel,Bible,New Testament]"
81590,3,"[Q330284,Q219760,Q187909]","[marketplace,bazaar,Agora]"
112711,3,"[Q76287,Q120200,Q13442]","[declination,ephemeris,right ascension]"
674768,3,"[Q193395,Q4439,Q487343]","[recording medium,hard disk drive,solid-state drive]"
1494744,3,"[Q183816,Q191701,Q141212]","[master's degree,Master of Business Administration,postgraduate education]"
1386114,3,"[Q46825,Q186363,Q176483]","[Gothic art,Gothic Revival,Gothic architecture]"
1244746,3,"[Q190940,Q271759,Q189956]","[stigmata,porphyria,aphthous stomatitis]"
69616,3,"[Q74047,Q175185,Q532]","[ghost town,rural area,village]"
30859,3,"[Q17888,Q161157,Q214995]","[sexual orientation,password,telephone number]"
1387019,3,"[Q623031,Q172941,Q1472]","[liver cancer,peptic ulcer disease,Crohn's disease]"
1468435,3,"[Q174989,Q20514253,Q201456]","[file system,blockchain,directory]"
1385131,3,"[Q213924,Q7307,Q179415]","[codex,kiss,massage]"
1385245,3,"[Q2122,Q8398,Q8401]","[oral sex,anal sex,fellatio]"
171388,3,"[Q5887,Q170579,Q2102452]","[orgasm,laughter,nocturnal emission]"
59914,3,"[Q266569,Q222344,Q1208175]","[animator,cinematographer,camera operator]"
125451,3,"[Q169313,Q15277,Q188261]","[guanine,adenine,purine]"
1389374,3,"[Q181860,Q177471,Q179348]","[cruise missile,intercontinental ballistic missile,ballistic missile]"
1437949,3,"[Q83030,Q49989,Q11072]","[dementia,Creutzfeldt-Jakob disease,amnesia]"
249547,3,"[Q209939,Q208569,Q134556]","[live album,studio album,single]"
1385970,3,"[Q48332,Q187659,Q82946]","[hiragana,kana,katakana]"
725939,3,"[Q39614,Q173387,Q180927]","[cemetery,grave,mastaba]"
303450,3,"[Q1889,Q3917681,Q121998]","[diplomacy,embassy,ambassador]"
1389604,3,"[Q33673,Q34057,Q36236]","[Kannada,Tagalog,Malayalam]"
195171,3,"[Q94787,Q241987,Q926892]","[sunflower oil,hummus,soybean oil]"
786420,3,"[Q41425,Q2743,Q1344]","[ballet,musical,opera]"
1385538,3,"[Q8461,Q11409,Q698752]","[racism,apartheid,white supremacy]"
1389898,3,"[Q29182,Q189854,Q19546]","[bishop,metropolitan,pope]"
1385639,3,"[Q3510521,Q135005,Q29137]","[computer security,phishing,cybercrime]"
1503303,3,"[Q133006,Q7378,Q36557]","[Asian elephant,elephant,African bush elephant]"
80035,3,"[Q167903,Q7935,Q81895]","[landslide,avalanche,spoon]"
1497299,3,"[Q8072,Q107099,Q484924]","[volcano,volcanic ash,tuff]"
45358,3,"[Q161238,Q41482,Q180472]","[magnetic resonance imaging,autopsy,adoption]"
636298,3,"[Q193330,Q186599,Q181156]","[crop circle,arabesque,software design pattern]"
205340,3,"[Q190354,Q35966,Q329618]","[bantustan,Ancient Celts,German colonial empire]"
611505,3,"[Q165435,Q1778729,Q208443]","[carburetor,carbon nanotube,valve]"
491866,3,"[Q35032,Q9592,Q49376]","[Eastern Orthodox Church,Catholic Church,Eastern Catholic Churches]"
677274,3,"[Q152466,Q628096,Q203925]","[very high frequency,ultra high frequency,fish and chips]"
453465,3,"[Q286,Q190868,Q268667]","[leather,boot,atopic dermatitis]"
1389512,3,"[Q170474,Q183755,Q181417]","[modulation,amplitude modulation,frequency modulation]"
1385871,3,"[Q12483,Q187588,Q192797]","[statistics,social class,elite]"
636875,3,"[Q7283,Q45393,Q214451]","[terrorism,sea piracy,piracy off the coast of Somalia]"
1388998,3,"[Q59099,Q81875,Q174876]","[herbivore,carnivore,breastfeeding]"
577027,3,"[Q188666,Q72277,Q165939]","[adhesion,refraction,reflection]"
1475823,3,"[Q178561,Q192623,Q191503]","[battle,looting,duel]"
165995,3,"[Q9779,Q79894,Q8229]","[alphabet,Braille,Latin script]"
1386106,3,"[Q37090,Q83922,Q106687]","[Trinity,Arianism,Unitarianism]"
594448,3,"[Q192431,Q183018,Q193654]","[speed skating,bandy,short track speed skating]"
1389680,3,"[Q151250,Q22649,Q7310]","[neo-Nazism,antisemitism,Nazism]"
1463069,3,"[Q12507,Q190046,Q208395]","[sphere,ellipsoid,spheroid]"
1292115,3,"[Q7560,Q7565,Q11995]","[mother,father,human pregnancy]"
1390100,3,"[Q188823,Q4290,Q181201]","[scholarship,investment,dividend]"
1388872,3,"[Q2449503,Q235155,Q1052281]","[trans man,white people,trans woman]"
571305,3,"[Q8231603,Q83363,Q483444]","[cotton fabric,jeans,kimono]"
1386333,3,"[Q36611,Q737838,Q876500]","[Gorilla,Gorilla gorilla,western lowland gorilla]"
1386405,3,"[Q106085,Q35505,Q294]","[North Germanic,Old Norse,Icelandic]"
724820,3,"[Q131559,Q223571,Q12876]","[shield,space suit,tank]"
1389379,3,"[Q191633,Q644687,Q15296811]","[mangaka,illustrator,drawer]"
1384190,3,"[Q179678,Q190527,Q5319]","[monosodium L-glutamate,alum,borax]"
475500,3,"[Q192881,Q103076,Q131084]","[tragicomedy,screenplay,libretto]"
1308197,3,"[Q160695,Q9597,Q105499]","[torso,abdomen,perineum]"
165685,3,"[Q215972,Q245204,Q181291]","[protagonist,antagonist,Death Eater]"
1388130,3,"[Q101065,Q513359,Q191089]","[puberty,biological life cycle,old age]"
732342,3,"[Q105688,Q193840,Q506616]","[hypoxia,asphyxia,drowning]"
1482390,3,"[Q953806,Q494829,Q5638]","[bus stop,bus station,bus]"
1387632,3,"[Q208365,Q164204,Q193544]","[ethnomusicology,musicology,music theory]"
688051,3,"[Q165666,Q208320,Q190172]","[xylophone,gong,cymbal]"
61570,3,"[Q35798,Q11204,Q105985]","[executive branch,legislature,judiciary]"
271955,3,"[Q193468,Q215601,Q43193]","[van,pickup truck,truck]"
644023,3,"[Q134447,Q131502,Q49833]","[nuclear power plant,electric generator,wind turbine]"
1456865,3,"[Q40357,Q131263,Q213283]","[prison,barracks,diplomatic mission]"
1425316,3,"[Q80006,Q638608,Q30232]","[computer programming,software development,agile software development]"
1387044,3,"[Q2092297,Q130223,Q25332]","[eagle,griffin,Western Osprey]"
598848,3,"[Q12831143,Q59157,Q6656244]","[human geography,educational psychology,anthropometry]"
551877,3,"[Q812880,Q45867,Q188745]","[cube,parallelogram,Platonic solid]"
1494841,3,"[Q40244,Q826038,Q29358]","[marathon,Boston Marathon,orienteering]"
1387218,3,"[Q25587,Q30263,Q149405]","[Phocidae,Pinnipedia,Bearded Seal]"
191560,3,"[Q189961,Q188641,Q128581]","[mammary gland,nipple,breast cancer]"
728276,3,"[Q62500,Q36496,Q103517]","[ionic bond,ion,alpha particle]"
526398,3,"[Q39809,Q867147,Q204255]","[marketing,distribution,viral marketing]"
1389008,3,"[Q202642,Q468999,Q207387]","[Planck time,Planck units,Planck length]"
133070,3,"[Q175334,Q234668,Q203788]","[wheelbarrow,cart,chariot]"
1387365,3,"[Q514,Q36864,Q1219805]","[anatomy,nail,mucous membrane]"
101283,3,"[Q134052,Q8068,Q23384]","[deluge myth,flood,tide]"
491867,3,"[Q185706,Q43471,Q228537]","[wrist,arm,forearm]"
783219,3,"[Q3196,Q205949,Q133235]","[fire,exothermic reaction,combustion]"
659643,3,"[Q12203,Q856,Q61002]","[QR code,barcode,pseudonym]"
182469,3,"[Q170238,Q23739,Q1259759]","[sitcom,soap opera,miniseries]"
128265,3,"[Q83871,Q319877,Q210402]","[benzodiazepine,alprazolam,diazepam]"
1495048,3,"[Q177456,Q751705,Q219757]","[assault rifle,autocannon,FAMAS]"
50876,3,"[Q188784,Q180784,Q6498903]","[superhero,Flash,supervillain]"
296086,3,"[Q66055,Q133279,Q1244890]","[fraction,back,rational number]"
584394,3,"[Q332102,Q170612,Q80837]","[paranormal phenomenon,telepathy,supernatural]"
726007,3,"[Q693058,Q372701,Q180762]","[chest pain,esophageal cancer,angina pectoris]"
246136,3,"[Q3336843,Q12548,Q131541]","[constituent country of the United Kingdom,Holy Roman Empire,states and union territories of India]"
183563,3,"[Q177380,Q83471,Q867648]","[hot spring,geyser,hydrothermal vent]"
6503,3,"[Q189445,Q375928,Q637846]","[bicameral legislature,lower house,upper house]"
297656,3,"[Q190426,Q4360,Q4202]","[magnetar,pulsar,neutron star]"
286161,3,"[Q172847,Q190528,Q167377]","[peptide,endorphins,pheromone]"
166269,3,"[Q181066,Q193495,Q12681]","[shorthand,monograph,calligraphy]"
1492624,3,"[Q33506,Q570116,Q194195]","[museum,tourist attraction,amusement park]"
9148,3,"[Q183302,Q178550,Q155644]","[carbine,submachine gun,Uzi]"
57422,3,"[Q601053,Q134237,Q204034]","[nth root,square root,hyperbolic function]"
164538,3,"[Q104225,Q107617,Q109144]","[precession,rotation,tidal locking]"
784623,3,"[Q123577,Q41520,Q43605]","[US Open,Wimbledon Championships,French Open]"
189569,3,"[Q8386,Q154,Q194168]","[drug,alcoholic beverage,antidote]"
1389791,3,"[Q49390,Q752783,Q11631]","[space tourism,human spaceflight,astronaut]"
74022,3,"[Q946064,Q737115,Q208487]","[Prime Minister of Azerbaijan,Prime Minister of Estonia,Prime Minister of Israel]"
1391295,3,"[Q54111,Q191105,Q14378]","[Neoclassical architecture,Empire style,neoclassicism]"
198914,3,"[Q484000,Q25956,Q26529]","[unmanned aerial vehicle,space station,space probe]"
1389596,3,"[Q215932,Q208826,Q483769]","[depth of field,height,ionization energy]"
88718,3,"[Q178194,Q767485,Q47912]","[cystic fibrosis,respiratory failure,lung cancer]"
96114,2,"[Q93200,Q113453]","[sexism,gender equality]"
233688,2,"[Q210064,Q25504]","[lighting,light-emitting diode]"
123616,2,"[Q188777,Q216935]","[amide,lidocaine]"
1384117,2,"[Q208697,Q11691]","[financial market,stock exchange]"
655908,2,"[Q271716,Q161272]","[personality psychology,social psychology]"
705864,2,"[Q209867,Q738621]","[telemetry,landline telephone]"
594038,2,"[Q12861,Q37144]","[gunpowder,cartridge]"
1444428,2,"[Q28113351,Q202722]","[inequality,consensus]"
157441,2,"[Q107429,Q50690]","[peroxide,oxide]"
703241,2,"[Q9314,Q12175]","[Scottish Gaelic,Manx]"
523060,2,"[Q192525,Q7987]","[workstation,mouse]"
189363,2,"[Q326277,Q620730]","[cation,glycine]"
240277,2,"[Q206175,Q206621]","[mechanical stress,drag]"
1388713,2,"[Q589,Q40392]","[black hole,supermassive black hole]"
1242921,2,"[Q44571,Q189248]","[GNU,GNU Bash]"
1385743,2,"[Q8046,Q845120]","[economy of Germany,segc]"
1385595,2,"[Q725447,Q207490]","[desiccator,Erlenmeyer flask]"
45371,2,"[Q212624,Q190401]","[legatus,tribune]"
633096,2,"[Q37137,Q27914]","[contralto,tenor]"
1388034,2,"[Q1036696,Q242165]","[hypothermia,hyperthermia]"
253535,2,"[Q9240,Q9237]","[Indonesian,Malay]"
1456124,2,"[Q48267,Q2027]","[Fedora Linux,Linux Mint]"
655518,2,"[Q160669,Q12638]","[Mach number,Gross Domestic Product]"
1384399,2,"[Q381,Q11250]","[Ubuntu,Kubuntu]"
680861,2,"[Q203516,Q58702]","[birth rate,mortality rate]"
208854,2,"[Q1455,Q206763]","[field hockey,floorball]"
1384427,2,"[Q484954,Q485446]","[pessimism,optimism]"
170434,2,"[Q205665,Q221284]","[social norm,conformity]"
58761,2,"[Q180388,Q132580]","[waste management,recycling]"
71965,2,"[Q41551,Q474]","[pipe,aqueduct]"
674821,2,"[Q106016,Q104053]","[genotype,phenotype]"
1384489,2,"[Q151622,Q1753200]","[Israeli–Palestinian conflict,intifada]"
74006,2,"[Q14196,Q7411]","[Afrikaans,Dutch]"
519911,2,"[Q328468,Q152081]","[Nazi concentration camp,concentration camp]"
1389892,2,"[Q180348,Q58854]","[deconstruction,literary criticism]"
1384609,2,"[Q93267,Q37901]","[isthmus,strait]"
1438592,2,"[Q28745,Q207551]","[nucleotides,intron]"
187602,2,"[Q36524,Q191072]","[authority control,cadastre]"
599815,2,"[Q159452,Q11403]","[capoeira,samba]"
636942,2,"[Q189898,Q131401]","[emirate,caliphate]"
584244,2,"[Q201129,Q76239]","[lyre,zither]"
136647,2,"[Q192311,Q176494]","[business cycle,recession]"
630658,2,"[Q161652,Q42740]","[Japanese people,Han Chinese people]"
1476767,2,"[Q37739,Q875157]","[feudalism,resort]"
1391280,2,"[Q15783,Q190100]","[skateboard,bearing]"
1384782,2,"[Q30216,Q208500]","[common law,principality]"
247815,2,"[Q564,Q4489450]","[hell,heaven]"
1386407,2,"[Q193294,Q166564]","[sunrise,sunset]"
212103,2,"[Q57305,Q207694]","[trade fair,art museum]"
32078,2,"[Q37726,Q47315]","[army,cavalry]"
111823,2,"[Q184932,Q177691]","[grammatical mood,grammatical tense]"
1384889,2,"[Q42884,Q104444]","[Germans,Amish]"
725181,2,"[Q46221,Q558066]","[electric field,gravitational field]"
624802,2,"[Q159719,Q11035]","[power station,telephone]"
1391056,2,"[Q186242,Q271663]","[norepinephrine,catecholamine]"
256346,2,"[Q4308,Q165233]","[graphics card,network card]"
645458,2,"[Q208189,Q1189206]","[real-time strategy,multiplayer online battle arena]"
228220,2,"[Q165687,Q8137]","[human capital,capital]"
1384930,2,"[Q155059,Q181133]","[Leninism,Trotskyism]"
163649,2,"[Q217525,Q33293]","[Cheddar cheese,peptide bond]"
728826,2,"[Q14674,Q171888]","[pencil,eraser]"
1493649,2,"[Q212193,Q241595]","[Nutella,lecithin]"
652048,2,"[Q145903,Q205740]","[Egyptology,Egyptian mythology]"
88690,2,"[Q219715,Q83087]","[restriction enzyme,flint]"
102288,2,"[Q47433,Q41207]","[banknote,coin]"
231908,2,"[Q1987589,Q797819]","[Generation Z,Baby Boomers]"
65129,2,"[Q134995,Q265158]","[bibliography,review]"
1389747,2,"[Q57036,Q190771]","[sauna,bathroom]"
213648,2,"[Q181648,Q200435]","[foreign policy,free trade]"
1436619,2,"[Q47988,Q43812]","[identity document,passport]"
268498,2,"[Q8209,Q33251]","[Cyrillic,Church Slavonic]"
853682,2,"[Q28892,Q41662]","[Islamic calendar,Ramadan]"
